meet	div	ov	med_pct	implied	chosen	stored	hit
20426	3	6000.0	-22.3	7722	8000	8000.0	1
20428	1	6000.0	-23.5	7843	8000	8000.0	1
20435	1	6000.0	-22.5	7742	8000	8000.0	1
20441	1	6437.0	-19.6	8006	8000	8000.0	1
20468	1	6000.0	-22.1	7702	8000	8000.0	1
20470	1	6437.0	-20.5	8097	8046.7	8000.0	1
20509	1	6000.0	-23.5	7843	8000	8000.0	1
20523	1	6000.0	-21.1	7605	8000	8000.0	1
20530	1	6000.0	-22.3	7722	8000	8000.0	1
20546	1	6437.0	-19.9	8036	8046.7	8000.0	1
20549	1	6437.0	-18.5	7898	8000	8000.0	1
20553	12	2000.0	-27.4	2755	3000	2875.0	0
20555	1	6437.0	-18.9	7937	8000	8000.0	1
20557	1	6437.0	-18.2	7869	8000	8000.0	1
20560	1	6437.0	-18.4	7888	8000	8000.0	1
20562	1	6437.0	-18.0	7850	8000	8000.0	1
20567	1	6437.0	-18.3	7879	8000	8000.0	1
20622	1	6000.0	-21.5	7643	8000	8000.0	1
20653	0	4800.0	-20.6	6045	6000	6000.0	1
20727	1	6000.0	-21.5	7643	8000	7998.4396799999995	1
20757	1	6000.0	-22.6	7752	8000	8000.0	1
20767	1	6000.0	-21.4	7634	8000	8000.0	1
20773	2	6000.0	-21.0	7595	8000	8000.0	1
20778	1	6000.0	-21.2	7614	8000	8000.0	1
20780	1	6000.0	-20.8	7576	8000	8000.0	1
20782	1	6000.0	-21.9	7682	8000	8000.0	1
20783	4	6000.0	-19.6	7463	7000	8000.0	0
20783	5	6000.0	-20.9	7585	8000	8000.0	1
20923	2	6000.0	-21.7	7663	8000	8000.0	1
21015	1	6000.0	-22.8	7772	8000	8000.0	1
21038	1	6437.0	-18.3	7879	8000	8000.0	1
21106	1	6000.0	-25.8	8086	8046.7	8000.0	1
21125	1	6000.0	-22.3	7722	8000	8000.0	1
21148	1	6000.0	-22.8	7772	8000	8000.0	1
21160	1	6000.0	-23.0	7792	8000	8000.0	1
21232	1	6000.0	-24.3	7926	8000	8000.0	1
21237	1	6000.0	-22.6	7752	8000	8000.0	1
21509	1	6437.0	-19.5	7996	8000	8000.0	1
21531	1	6000.0	-23.4	7833	8000	8000.0	1
21545	1	6000.0	-20.9	7585	8000	8000.0	1
21639	1	6000.0	-23.1	7802	8000	8000.0	1
21985	3	6000.0	-22.4	7732	8000	8000.0	1
22532	1	6437.0	-22.2	8274	8046.7	8000.0	1
22577	1	6437.0	-21.4	8190	8046.7	8000.0	1
22647	1	6000.0	-23.0	7792	8000	8000.0	1
22649	1	6437.0	-19.3	7976	8000	8000.0	1
22748	3	6437.0	-20.8	8128	8046.7	8000.0	1
22821	1	6000.0	-21.2	7614	8000	8000.0	1
22862	3	6000.0	-22.6	7752	8000	8000.0	1
22862	4	6000.0	-21.6	7653	8000	8000.0	1
22862	5	6000.0	-22.6	7752	8000	8000.0	1
22988	1	6000.0	-23.5	7843	8000	8000.0	1
23016	11	6000.0	-21.4	7634	8000	8000.0	1
23453	0	3218.0	-25.9	4343	4180	5000.0	0
23641	1	6437.0	-18.7	7918	8000	8000.0	1
24110	1	6000.0	-21.7	7663	8000	8000.0	1
24766	1	6000.0	-20.3	7528	8000	8000.0	1
24822	1	6000.0	-22.8	7772	8000	8000.0	1
25007	11	6000.0	-20.8	7576	8000	8000.0	1
25093	1	6437.0	-20.9	8138	8046.7	8000.0	1
25108	1	6000.0	-24.2	7916	8000	8000.0	1
25143	1	6000.0	-19.9	7491	8000	8000.0	1
25182	1	6000.0	-25.4	8043	8046.7	8000.0	1
25204	1	6000.0	-25.8	8086	8046.7	8000.0	1
25378	7	6000.0	-22.3	7722	8000	8000.0	1
25420	1	6000.0	-22.7	7762	8000	8000.0	1
25435	2	6437.0	-19.0	7947	8000	8000.0	1
25441	0	4180.0	-25.6	5618	5500	6000.0	0
25467	1	6000.0	-21.3	7624	8000	8000.0	1
25571	5	6000.0	-23.2	7812	8000	8000.0	1
25614	1	6000.0	-24.6	7958	8000	8000.0	1
25649	1	6437.0	-19.6	8006	8000	8000.0	1
25676	1	6000.0	-21.3	7624	8000	8000.0	1
25744	1	6437.0	-20.8	8128	8046.7	8000.0	1
25745	0	3000.0	-22.9	3891	4000	4000.0	1
25749	1	6437.0	-20.6	8107	8046.7	8000.0	1
25784	2	6437.0	-21.5	8200	8046.7	8000.0	1
25850	1	6000.0	-21.4	7634	8000	8000.0	1
25975	2	6437.0	-19.8	8026	8046.7	8000.0	1
25975	3	6000.0	-22.4	7732	8000	8000.0	1
25986	1	6437.0	-18.4	7888	8000	8000.0	1
26120	2	6000.0	-21.6	7653	8000	8000.0	1
26135	1	6437.0	-24.3	8503	8046.7	8000.0	1
26226	1	6000.0	-25.1	8011	8000	8000.0	1
26358	0	3218.0	-27.2	4420	4180	5000.0	0
26379	1	6437.0	-19.3	7976	8000	8000.0	1
26461	1	6000.0	-24.2	7916	8000	8000.0	1
26470	1	6000.0	-21.0	7595	8000	8000.0	1
26473	2	6000.0	-21.7	7663	8000	8000.0	1
26607	1	6437.0	-21.3	8179	8046.7	8000.0	1
26706	1	6000.0	-23.2	7812	8000	8000.0	1
26737	1	6000.0	-20.6	7557	8000	8000.0	1
26742	1	6437.0	-23.0	8360	8046.7	8000.0	1
26745	0	3000.0	-19.1	3708	4000	4000.0	1
26787	1	6437.0	-19.7	8016	8000	8000.0	1
26849	1	6437.0	-20.7	8117	8046.7	8000.0	1
26854	1	6000.0	-22.4	7732	8000	8000.0	1
27078	3	6437.0	-20.2	8066	8046.7	8000.0	1
27078	5	6000.0	-23.9	7884	8000	8000.0	1
27079	3	6437.0	-20.4	8087	8046.7	8000.0	1
27079	4	6000.0	-26.6	8174	8046.7	8000.0	1
27079	5	6000.0	-24.0	7895	8000	8000.0	1
27080	3	6437.0	-20.4	8087	8046.7	8000.0	1
27080	4	6000.0	-26.6	8174	8046.7	8000.0	1
27080	5	6000.0	-24.0	7895	8000	8000.0	1
27154	1	6437.0	-21.1	8158	8046.7	8000.0	1
27189	2	6000.0	-19.3	7435	7000	8000.0	0
27200	2	6000.0	-25.4	8043	8046.7	8000.0	1
27202	1	6000.0	-22.2	7712	8000	8000.0	1
27227	2	6000.0	-23.3	7823	8000	8000.0	1
27232	2	6000.0	-21.5	7643	8000	8000.0	1
27232	3	6000.0	-22.9	7782	8000	8000.0	1
27233	1	6000.0	-25.3	8032	8046.7	8000.0	1
35594	154079	1609.0	-17.2	1943	2000	6000.0	0
60364	258544	1609.0	-17.4	1948	2000	2414.0	0
62885	273791	1609.0	-25.1	2148	2000	2816.0	0
92506	395639	1200.0	-29.1	1693	1609	1609.0	1
95614	379722	2000.0	-16.4	2392	2414	3000.0	0
110241	436455	1609.0	-21.2	2042	2000	2500.0	0
114767	457513	1609.0	-22.8	2084	2000	2414.0	0
153854	640872	1609.0	-17.6	1953	2000	2414.0	0
156468	652211	6437.0	-19.8	8026	8046.7	8000.0	1
175409	722997	1609.0	-19.2	1991	2000	3000.0	0
205932	825757	4000.0	-18.3	4896	4828	5000.0	0
206345	827174	5000.0	-16.5	5988	6000	4828.0	0
217261	868356	4000.0	-20.0	5000	5000	4828.0	0
236079	944190	6437.0	-17.0	7755	8000	8000.0	1
256790	1020688	2400.0	-23.8	3150	3200	3218.0	1
261811	1059338	2000.0	-19.7	2491	2500	2600.0	0
270547	1077393	2000.0	-20.5	2516	2500	3000.0	0
