key,empty,street,city,state,zip,raw,n_meets
__empty__4672,1,,,,,,1
universidad upr recinto rio piedras 14 ave universidad ste 1401 san juan pr 00926|PR,0,14 Ave. Universidad Ste.,San Juan,PR,00926,"Universidad UPR-Recinto Rio Piedras 14 Ave. Universidad Ste. 1401 San Juan, PR 00926",9
b t washington pensacola fl 32504|FL,0,,B. T. Washington Pensacola,FL,32504,"B. T. Washington Pensacola, FL 32504",1
delaware outreach research center 884 smyrna leipsic road smyra de 17788|DE,0,884 Smyrna Leipsic Road Smyra,Smyrna Leipsic Road Smyra,DE,17788,"Delaware Outreach & Research Center 884 Smyrna Leipsic Road Smyra, DE 17788",1
__empty__7019,1,,,,,,1
maine maritime academy west river road castine me 04901|ME,0,,Maine Maritime Academy West River Road C,ME,04901,"Maine Maritime Academy West River Road Castine, ME 04901",3
__empty__4545,1,,,,,,1
eiu charleston il 61920|IL,0,,EIU Charleston,IL,61920,"EIU Charleston, IL 61920",1
__empty__19828,1,,,,,,1
__empty__20662,1,,,,,,1
cooper s lake campground slippery rock pa 16057|PA,0,,Cooper's Lake Campground Slippery Rock,PA,16057,"Cooper's Lake Campground Slippery Rock, PA 16057",1
clark county fairgrounds 10643 vermilion road springfield oh 45501|OH,0,10643 Vermilion Road Springfield,Vermilion Road Springfield,OH,10643,"Clark County Fairgrounds 10643 Vermilion Road Springfield, OH 45501",1
__empty__9720,1,,,,,,1
__empty__18304,1,,,,,,1
california university california pa 15419|PA,0,,CALIFORNIA UNIVERSITY California,PA,15419,"CALIFORNIA UNIVERSITY California, PA 15419",1
edmond santa fe hs edmond ok oklahoma 73170|,0,,Edmond Santa Fe HS Edmond,OK,73170,"Edmond Santa Fe HS Edmond,OK, Oklahoma 73170",1
__empty__10229,1,,,,,,1
__empty__6727,1,,,,,,1
__empty__18575,1,,,,,,1
wayne e dannehl national cross country kenosha wi|WI,0,,Wayne E. Dannehl National Cross Country ,WI,,"Wayne E. Dannehl National Cross Country Kenosha, WI",2
lawnwood stadium ft pierce fl 34950|FL,0,,Lawnwood Stadium Ft. Pierce,FL,34950,"Lawnwood Stadium Ft. Pierce, FL 34950",1
__empty__4661,1,,,,,,1
__empty__9880,1,,,,,,1
__empty__10074,1,,,,,,1
__empty__18922,1,,,,,,1
__empty__18706,1,,,,,,1
pine view golf club three rivers mi 49009|MI,0,,Pine View Golf Club Three Rivers,MI,49009,"Pine View Golf Club Three Rivers, MI 49009",1
dixie hollins st petersburg fl 32312|FL,0,,Dixie Hollins St Petersburg,FL,32312,"Dixie Hollins St Petersburg, FL 32312",1
ridgeview orange park fl 32065|FL,0,,Ridgeview Orange Park,FL,32065,"Ridgeview Orange Park, FL 32065",2
walsh university north canton oh 44720|OH,0,,Walsh University North Canton,OH,44720,"Walsh University North Canton, OH 44720",2
north dakota state fargo nd 58104|ND,0,,North Dakota State Fargo,ND,58104,"North Dakota State Fargo, ND 58104",1
__empty__10010,1,,,,,,1
pace soccer complex pace fl|FL,0,,Pace Soccer Complex Pace,FL,,"Pace Soccer Complex Pace, FL",2
__empty__19994,1,,,,,,1
__empty__19995,1,,,,,,1
morehead state university morehead oh 40351|OH,0,,Morehead State University Morehead,OH,40351,"Morehead State University Morehead, OH 40351",1
__empty__9873,1,,,,,,1
berks youth recreation facility 1098 county welfare road leesport pa 19533|PA,0,1098 County Welfare Road Leesport,County Welfare Road Leesport,PA,19533,"Berks Youth Recreation Facility 1098 County Welfare Road Leesport, PA 19533",2
san mateo san mateo ca 94402|CA,0,,San Mateo San Mateo,CA,94402,"San Mateo San Mateo, CA 94402",1
__empty__9955,1,,,,,,1
central arkansas 20 kinley dr conway ar|AR,0,20 Kinley Dr Conway,Kinley Dr Conway,AR,,"Central Arkansas 20 Kinley Dr Conway, AR",4
gusvaus adlophus college st peter mn 56082|MN,0,,Gusvaus Adlophus College St. Peter,MN,56082,"Gusvaus Adlophus College St. Peter, MN 56082",1
asheville christian academy swannanoa nc 28645|NC,0,,Asheville Christian Academy Swannanoa,NC,28645,"Asheville Christian Academy Swannanoa, NC 28645",2
__empty__21807,1,,,,,,1
sterling college sterling ks 67579|KS,0,,Sterling College Sterling,KS,67579,"Sterling College Sterling, KS 67579",1
bill roberts helena mt 59501|MT,0,,Bill Roberts Helena,MT,59501,"Bill Roberts Helena, MT 59501",1
__empty__10371,1,,,,,,1
umass amherst amherst ma 01003|MA,0,,UMass-Amherst Amherst,MA,01003,"UMass-Amherst Amherst, MA 01003",1
iowa western council bluffs ia 51503|IA,0,,Iowa Western Council Bluffs,IA,51503,"Iowa Western Council Bluffs, IA 51503",1
bolin park canton ga 30066|GA,0,,Bolin Park Canton,GA,30066,"Bolin Park Canton, GA 30066",1
crystal springs course belmont ca 94402|CA,0,,Crystal Springs Course Belmont,CA,94402,"Crystal Springs Course Belmont, CA 94402",1
mounds state park anderson in|IN,0,,Mounds State Park Anderson,IN,,"Mounds State Park Anderson, IN",1
__empty__11848,1,,,,,,1
__empty__11901,1,,,,,,1
__empty__20742,1,,,,,,1
fernhill park portland or|OR,0,,Fernhill Park Portland,OR,,"Fernhill Park Portland, OR",1
wisconsin river golf club stevens point wi|,0,,,WI,,"Wisconsin River Golf Club Stevens, Point WI",1
__empty__10306,1,,,,,,1
baker field lancaster pa 17602|PA,0,,Baker Field Lancaster,PA,17602,"Baker Field Lancaster, PA 17602",2
riverside jacksonville fl 32327|FL,0,,Riverside Jacksonville,FL,32327,"Riverside Jacksonville, FL 32327",1
foss park golf course north chicago illinois 60064|,0,,,IL,60064,"Foss Park Golf Course North Chicago, Illinois 60064",1
__empty__10789,1,,,,,,1
__empty__4569,1,,,,,,1
__empty__4552,1,,,,,,1
illinois chicago chicago il 60608|IL,0,,Illinois-Chicago Chicago,IL,60608,"Illinois-Chicago Chicago, IL 60608",36
katy trail st charles mo 63301|MO,0,,KATY Trail St. Charles,MO,63301,"KATY Trail St. Charles, MO 63301",1
lake casitas ventura ca 93001|CA,0,,Lake Casitas Ventura,CA,93001,"Lake Casitas Ventura, CA 93001",1
florida tech melbourne fl 32901|FL,0,,Florida Tech Melbourne,FL,32901,"Florida Tech Melbourne, FL 32901",1
__empty__13641,1,,,,,,1
grover nelson park abilene tx 79602|TX,0,,Grover Nelson Park Abilene,TX,79602,"Grover Nelson Park Abilene, TX 79602",1
__empty__11670,1,,,,,,1
cottondale cottondale fl 32431|FL,0,,Cottondale Cottondale,FL,32431,"Cottondale Cottondale, FL 32431",2
__empty__12269,1,,,,,,1
steve woodland hills ca 91371|CA,0,,Steve Woodland Hills,CA,91371,"Steve Woodland Hills, CA 91371",1
freedom tampa tampa fl 33647|FL,0,,Tampa,FL,33647,"Freedom (Tampa) Tampa, FL 33647",1
u p r cayey cayey pr 00714|PR,0,,U.P.R. Cayey Cayey,PR,00714,"U.P.R. Cayey Cayey, PR 00714",2
ridge community hs davenport fl|FL,0,,Ridge Community HS Davenport,FL,,"Ridge Community HS Davenport, FL",2
long island brooklyn ny 11201|NY,0,,Long Island Brooklyn,NY,11201,"Long Island Brooklyn, NY 11201",1
__empty__4626,1,,,,,,1
__empty__4619,1,,,,,,1
__empty__20668,1,,,,,,1
__empty__4489,1,,,,,,1
cottondale cottondale fl 32312|FL,0,,Cottondale Cottondale,FL,32312,"Cottondale Cottondale, FL 32312",2
__empty__22428,1,,,,,,1
__empty__21830,1,,,,,,1
__empty__22041,1,,,,,,1
__empty__22088,1,,,,,,1
__empty__22087,1,,,,,,1
__empty__22080,1,,,,,,1
baker field lancaster pa 17604|PA,0,,Baker Field Lancaster,PA,17604,"Baker Field Lancaster, PA 17604",1
delaware newark de 19716|DE,0,,Delaware Newark,DE,19716,"Delaware Newark, DE 19716",1
woodland park woodward park fresno ca|CA,0,,Woodland Park WOODWARD PARK Fresno,CA,,"Woodland Park WOODWARD PARK Fresno, CA",1
indian river county fairgrounds vero beach fl 32963|FL,0,,Indian River County Fairgrounds Vero Bea,FL,32963,"Indian River County Fairgrounds Vero Beach, FL 32963",4
pensacola catholic pensacola fl 32505|FL,0,,Pensacola Catholic Pensacola,FL,32505,"Pensacola Catholic Pensacola, FL 32505",1
v a hospital clarksburg wv 26301|WV,0,,V.A. Hospital Clarksburg,WV,26301,"V.A. Hospital Clarksburg, WV 26301",3
midwestern st wichita falls tx|TX,0,,Midwestern St Wichita Falls,TX,,"Midwestern St Wichita Falls, TX",1
__empty__11949,1,,,,,,1
lake boney park lakeland fl|FL,0,,Lake Boney Park Lakeland,FL,,"Lake Boney Park Lakeland, FL",1
brewton ms brewton al 35487|AL,0,,Brewton MS Brewton,AL,35487,"Brewton MS Brewton, AL 35487",1
fairbanks cross country course san luis obispo ca|CA,0,,Fairbanks Cross Country Course San Luis ,CA,,"Fairbanks Cross Country Course San Luis Obispo, CA",1
__empty__24972,1,,,,,,1
__empty__24692,1,,,,,,1
__empty__22704,1,,,,,,1
trm brewton al 35487|AL,0,,TRM Brewton,AL,35487,"TRM Brewton, AL 35487",1
__empty__12495,1,,,,,,1
__empty__22678,1,,,,,,1
__empty__25110,1,,,,,,1
elizabethtown solar panel loop elizabethtown pa 17022|PA,0,,Elizabethtown Solar Panel Loop Elizabeth,PA,17022,"Elizabethtown Solar Panel Loop Elizabethtown, PA 17022",1
cecil field golf course jacksonville fl 32221|FL,0,,Cecil Field Golf Course Jacksonville,FL,32221,"Cecil Field Golf Course Jacksonville, FL 32221",1
east ridge high school clermont fl 34711|FL,0,,East Ridge High School Clermont,FL,34711,"East Ridge High School Clermont, FL 34711",2
joyce family athletic village longview tx 75607|TX,0,,Joyce Family Athletic Village Longview,TX,75607,"Joyce Family Athletic Village Longview, TX 75607",2
region open rome ga 30066|GA,0,,Region Open Rome,GA,30066,"Region Open Rome, GA 30066",1
__empty__24558,1,,,,,,1
__empty__17785,1,,,,,,1
columbia international university columbia sc 29203|SC,0,,Columbia International University Columb,SC,29203,"Columbia International University Columbia, SC 29203",1
__empty__14314,1,,,,,,1
__empty__24714,1,,,,,,1
__empty__20950,1,,,,,,1
niacc 500 college dr mason city ia 50401|IA,0,500 College Dr Mason City,College Dr Mason City,IA,50401,"NIACC 500 College Dr Mason City, IA 50401",1
__empty__24691,1,,,,,,1
trinity prep xc course winter park fl 32792|FL,0,,Trinity Prep XC Course Winter Park,FL,32792,"Trinity Prep XC Course Winter Park, FL 32792",2
the bolles school jacksonville fl 32207|FL,0,,The Bolles School Jacksonville,FL,32207,"The Bolles School Jacksonville, FL 32207",1
__empty__24196,1,,,,,,1
winthrop farm xc course rock hill sc 29733|SC,0,,Winthrop Farm XC Course Rock Hill,SC,29733,"Winthrop Farm XC Course Rock Hill, SC 29733",1
southmont carwfordsville in 47933|IN,0,,Southmont Carwfordsville,IN,47933,"Southmont Carwfordsville, IN 47933",1
__empty__17226,1,,,,,,1
greenfield park milwaukee wi 30066|WI,0,,Greenfield Park Milwaukee,WI,30066,"Greenfield Park Milwaukee, WI 30066",1
__empty__14145,1,,,,,,1
the hawks xc pavilion 1 college backbone road princess anne md 21853|MD,0,1 College Backbone Road Princess Anne,College Backbone Road Princess Anne,MD,21853,"The Hawks XC Pavilion 1 College Backbone Road Princess Anne, MD 21853",2
fun n sun expo center lakeland fl 33801|FL,0,,Fun n Sun Expo center Lakeland,FL,33801,"Fun n Sun Expo center Lakeland, FL 33801",1
south lake high school groveland fl 34736|FL,0,,South Lake High School Groveland,FL,34736,"South Lake High School Groveland, FL 34736",2
espn wwos complex orlando fl 11111|FL,0,,ESPN WWOS Complex Orlando,FL,11111,"ESPN WWOS Complex Orlando, FL 11111",1
southern illinois carbondale il 62901|IL,0,,Southern Illinois Carbondale,IL,62901,"Southern Illinois Carbondale, IL 62901",2
baltimore county agricultural center cockeysville md 21030|MD,0,,Baltimore County Agricultural Center Coc,MD,21030,"Baltimore County Agricultural Center Cockeysville, MD 21030",1
chamberlain tampa fl 33612|FL,0,,Chamberlain Tampa,FL,33612,"Chamberlain Tampa, FL 33612",1
brookdale cc 765 newman springs road lincroft nj 07738|NJ,0,765 Newman Springs Road Lincroft,Newman Springs Road Lincroft,NJ,07738,"Brookdale CC 765 Newman Springs Road Lincroft, NJ 07738",2
willow metropark chestnut grove new boston michigan 48164|,0,,,MI,48164,"Willow Metropark - Chestnut Grove New Boston, Michigan 48164",1
__empty__4501,1,,,,,,1
russian jack springs golf course anchorage ak 99504|AK,0,,Russian Jack Springs Golf Course Anchora,AK,99504,"Russian Jack Springs Golf Course Anchorage, AK 99504",1
st anselm 100 st anselm dr goffstown nh 03102|NH,0,100 St Anselm Dr Goffstown,St Anselm Dr Goffstown,NH,03102,"St. Anselm 100 St Anselm Dr Goffstown, NH 03102",1
columbia s c columbia sc 29203|SC,0,,Columbia,SC,29203,"Columbia (S.C.) Columbia, SC 29203",1
elizabethtown solar array course elizabethtown pa 17022|PA,0,,Elizabethtown Solar Array Course Elizabe,PA,17022,"Elizabethtown Solar Array Course Elizabethtown, PA 17022",2
arlington course 1510 lexington road richmond ky 40475|KY,0,1510 Lexington Road Richmond,Lexington Road Richmond,KY,40475,"Arlington Course 1510 Lexington Road Richmond, KY 40475",1
__empty__4646,1,,,,,,1
amend park billings montana 59101|,0,,,MT,59101,"Amend Park Billings, Montana 59101",1
chain of lakes titusville fl|FL,0,,Chain of Lakes Titusville,FL,,"Chain of Lakes Titusville, FL",1
mary help of christians 6400 e chelsea st tampa fl 33610|,0,6400 E Chelsea St. Tampa,E Chelsea St. Tampa,FL,33610,"Mary Help of Christians 6400 E Chelsea St. Tampa, Fl 33610",1
seminole park cross country course cedar rapids ia 52402|IA,0,,Seminole Park Cross-Country Course Cedar,IA,52402,"Seminole Park Cross-Country Course Cedar Rapids, IA 52402",1
new haven 1300 green road new haven in 46774|IN,0,1300 Green Road New Haven,Green Road New Haven,IN,46774,"New Haven 1300 Green Road New Haven, IN 46774",1
__empty__7362,1,,,,,,1
__empty__4644,1,,,,,,1
flcc canandaigua ny|NY,0,,FLCC Canandaigua,NY,,"FLCC Canandaigua, NY",1
jefferson park golf course seattle wa 98115|WA,0,,Jefferson Park Golf Course Seattle,WA,98115,"Jefferson Park Golf Course Seattle, WA 98115",1
__empty__8915,1,,,,,,1
__empty__4578,1,,,,,,1
york college jamaica ny 11451|NY,0,,York College Jamaica,NY,11451,"York College Jamaica, NY 11451",1
__empty__4564,1,,,,,,1
__empty__8704,1,,,,,,1
va hospital clarksburg wv 26031|WV,0,,VA Hospital Clarksburg,WV,26031,"VA Hospital Clarksburg, WV 26031",1
murray state murray ky 44444|KY,0,,Murray State Murray,KY,44444,"Murray State Murray, KY 44444",1
__empty__18841,1,,,,,,1
u p r rio piedras san juan pr 00927|PR,0,,U.P.R. Rio Piedras San Juan,PR,00927,"U.P.R. Rio Piedras San Juan, PR 00927",4
__empty__11105,1,,,,,,1
__empty__12257,1,,,,,,1
virginia wesleyan university virginia beach va 23455|VA,0,,Virginia Wesleyan University Virginia Be,VA,23455,"Virginia Wesleyan University Virginia Beach, VA 23455",1
james island county park charleston sc 29613|SC,0,,James Island County Park Charleston,SC,29613,"James Island County Park Charleston, SC 29613",1
spring lake state park macomb il 61455|IL,0,,Spring Lake State Park Macomb,IL,61455,"Spring Lake State Park Macomb, IL 61455",1
__empty__4080,1,,,,,,1
__empty__837,1,,,,,,1
northern michigan marquette mi 12345|MI,0,,Northern Michigan Marquette,MI,12345,"Northern Michigan Marquette, MI 12345",1
__empty__15710,1,,,,,,1
rogers stadium ettrick va 23803|VA,0,,Rogers Stadium Ettrick,VA,23803,"Rogers Stadium Ettrick, VA 23803",2
dvu campus 741 grenoble rd doylestown pa 18901|PA,0,741 Grenoble Rd Doylestown,Grenoble Rd Doylestown,PA,18901,"DVU Campus 741 Grenoble Rd Doylestown, PA 18901",1
louisiana tech ruston la 71270|LA,0,,Louisiana Tech Ruston,LA,71270,"Louisiana Tech Ruston, LA 71270",1
liberty park delaware oh 43015|OH,0,,LIberty Park Delaware,OH,43015,"LIberty Park Delaware, OH 43015",1
baker field lancaster pa 17603|PA,0,,Baker Field Lancaster,PA,17603,"Baker Field Lancaster, PA 17603",1
rice 6100 main houston tx 77251|TX,0,6100 Main Houston,Main Houston,TX,77251,"Rice 6100 Main Houston, TX 77251",1
siue xc course edwardsville il 62025|IL,0,,SIUE XC Course Edwardsville,IL,62025,"SIUE XC Course Edwardsville, IL 62025",1
cheslen preserve 1199 cannery rd coatesville pa 19320|PA,0,1199 Cannery Rd Coatesville,Cannery Rd Coatesville,PA,19320,"ChesLen Preserve 1199 Cannery Rd Coatesville, PA 19320",1
big green soccer complex 2800 w gore lawton ok 73505|OK,0,2800 W Gore Lawton,W Gore Lawton,OK,73505,"Big Green Soccer Complex 2800 W Gore Lawton, OK 73505",1
__empty__8413,1,,,,,,1
__empty__1461,1,,,,,,1
__empty__16016,1,,,,,,1
atlanta atlanta ga 30066|GA,0,,Atlanta Atlanta,GA,30066,"Atlanta Atlanta, GA 30066",1
__empty__8969,1,,,,,,1
__empty__8703,1,,,,,,1
nvu lyndon lyndonville vt 05851|VT,0,,NVU-Lyndon Lyndonville,VT,05851,"NVU-Lyndon Lyndonville, VT 05851",1
__empty__8940,1,,,,,,1
forsyth park forsyth il 62522|IL,0,,Forsyth Park Forsyth,IL,62522,"Forsyth Park Forsyth, IL 62522",1
georgia industrial children s home 4690 n mumford rd macon ga 31216|GA,0,4690 N. Mumford Rd. Macon,N. Mumford Rd. Macon,GA,31216,"Georgia Industrial Children's Home 4690 N. Mumford Rd. Macon, GA 31216",1
__empty__1453,1,,,,,,1
dr wayne e dannehl cross country course kenosha wi 53144|WI,0,,Dr. Wayne E. Dannehl Cross Country Cours,WI,53144,"Dr. Wayne E. Dannehl Cross Country Course Kenosha, WI 53144",1
texas a m college station tx 77842|TX,0,,M College Station,TX,77842,"Texas A&M College Station, TX 77842",1
club northwest seattle wa 98112|WA,0,,Club Northwest Seattle,WA,98112,"Club Northwest Seattle, WA 98112",1
__empty__15248,1,,,,,,1
www finishedresults com san bernardino ca 92093|CA,0,,www.finishedresults.com San Bernardino,CA,92093,"www.finishedresults.com San Bernardino, CA 92093",2
__empty__8692,1,,,,,,1
greene farm jefferson city tn 37877|TN,0,,Greene Farm Jefferson City,TN,37877,"Greene Farm Jefferson City, TN 37877",1
univ of akron firestone metro park akron oh 44319|OH,0,,Univ. of Akron - Firestone Metro Park Ak,OH,44319,"Univ. of Akron - Firestone Metro Park Akron, OH 44319",1
__empty__8574,1,,,,,,1
al buehler trail durham nc 27708|NC,0,,Al Buehler Trail Durham,NC,27708,"Al Buehler Trail Durham, NC 27708",1
__empty__11845,1,,,,,,1
__empty__11917,1,,,,,,1
frostproof hs frostproof fl 33843|FL,0,,Frostproof HS Frostproof,FL,33843,"Frostproof HS Frostproof, FL 33843",1
heritage park adrian mi|MI,0,,Heritage Park Adrian,MI,,"Heritage Park Adrian, MI",1
frank liske park concord nc 28036|NC,0,,Frank Liske Park Concord,NC,28036,"Frank Liske Park Concord, NC 28036",1
__empty__3871,1,,,,,,1
__empty__3879,1,,,,,,1
__empty__109,1,,,,,,1
__empty__120,1,,,,,,1
elizabethtown college campus loop elizabethtown pa 17022|PA,0,,Elizabethtown College Campus Loop Elizab,PA,17022,"Elizabethtown College Campus Loop Elizabethtown, PA 17022",2
__empty__16089,1,,,,,,1
__empty__8588,1,,,,,,1
delavan hs delavan il 61745|IL,0,,Delavan HS Delavan,IL,61745,"Delavan HS Delavan, IL 61745",1
al buehler trail durham nc 27705|NC,0,,Al Buehler Trail Durham,NC,27705,"Al Buehler Trail Durham, NC 27705",1
emmitsburg md 21727|MD,0,,Emmitsburg,MD,21727,"Emmitsburg, MD 21727",1
university of south carolina columbia sc 29208|SC,0,,University of South Carolina Columbia,SC,29208,"University of South Carolina Columbia, SC 29208",1
south county regional park 11200 park access road boca raton fl 33498|FL,0,11200 Park Access Road Boca Raton,Park Access Road Boca Raton,FL,11200,"South County Regional Park 11200 Park Access Road Boca Raton, FL 33498",1
schenely park pittsburgh pa 15213|PA,0,,Schenely Park Pittsburgh,PA,15213,"Schenely Park Pittsburgh, PA 15213",1
edmond santa fe hs edmond oklahoma 73013|,0,,,OK,73013,"Edmond Santa Fe HS Edmond, Oklahoma 73013",1
sugar creek park houston tx 77204|TX,0,,SUGAR CREEK PARK Houston,TX,77204,"SUGAR CREEK PARK Houston, TX 77204",1
__empty__191,1,,,,,,1
__empty__4783,1,,,,,,1
__empty__4804,1,,,,,,1
__empty__7104,1,,,,,,1
__empty__5399,1,,,,,,1
__empty__5397,1,,,,,,1
__empty__5370,1,,,,,,1
__empty__5362,1,,,,,,1
__empty__185,1,,,,,,1
georgia college and state university milledgeville ga 31061|GA,0,,Georgia College and State University Mil,GA,31061,"Georgia College and State University Milledgeville, GA 31061",1
squire valleevue farm cleveland oh 44122|OH,0,,Squire Valleevue Farm Cleveland,OH,44122,"Squire Valleevue Farm Cleveland, OH 44122",1
riverside park minneapolis mn 55441|MN,0,,Riverside Park Minneapolis,MN,55441,"Riverside Park Minneapolis, MN 55441",1
__empty__8693,1,,,,,,1
morgan creek park palo ia 50428|IA,0,,Morgan Creek Park Palo,IA,50428,"Morgan Creek Park Palo, IA 50428",1
rowan college gloucester county sewell nj 08102|NJ,0,,Gloucester County Sewell,NJ,08102,"Rowan College @ Gloucester County Sewell, NJ 08102",1
__empty__3901,1,,,,,,1
__empty__3887,1,,,,,,1
__empty__3851,1,,,,,,1
__empty__3841,1,,,,,,1
__empty__3859,1,,,,,,1
__empty__3891,1,,,,,,1
__empty__3915,1,,,,,,1
__empty__4803,1,,,,,,1
__empty__10708,1,,,,,,1
__empty__4849,1,,,,,,1
central arizona 8470 n overfield coolidge az 85128|AZ,0,8470 N. Overfield Coolidge,N. Overfield Coolidge,AZ,85128,"Central Arizona 8470 N. Overfield Coolidge, AZ 85128",1
__empty__4073,1,,,,,,1
frank g bonelli regional park san dimas ca san dimas ca 91773|CA,0,,Frank G. Bonelli Regional Park-San Dimas,CA,91773,"Frank G. Bonelli Regional Park-San Dimas, CA San Dimas, CA 91773",1
jefferson park st leonard md 20685|MD,0,,Jefferson Park St. Leonard,MD,20685,"Jefferson Park St. Leonard, MD 20685",1
__empty__8549,1,,,,,,1
loretto pa loretto pa 15940|PA,0,,LORETTO,PA,15940,"LORETTO, PA LORETTO, PA 15940",1
california university short course california pa 13323|PA,0,,California University Short Course Calif,PA,13323,"California University Short Course California , PA 13323",1
houston houston tx 77204|TX,0,,Houston Houston,TX,77204,"Houston Houston, TX 77204",2
aceheader2 acecity acestate 12345|,0,,,,12345,"aceheader2% acecity%, acestate% 12345",1
__empty__7059,1,,,,,,1
sayville sayville ny 11764|NY,0,,Sayville Sayville,NY,11764,"Sayville Sayville, NY 11764",1
__empty__7072,1,,,,,,1
jamestown college jamestown nd 58405|ND,0,,Jamestown College Jamestown,ND,58405,"Jamestown College Jamestown, ND 58405",1
__empty__8868,1,,,,,,1
venu address city st 12345|ST,0,,Venu address city,ST,12345,"Venu address city, ST 12345",1
__empty__5395,1,,,,,,1
ewing park des moines ia des moines ia 50311|IA,0,,Des Moines,IA,50311,"Ewing Park, Des Moines, IA Des Moines, IA 50311",1
__empty__13333,1,,,,,,1
thames valley gc london ontario ontario n6a 3k7|,0,,,,,"Thames Valley GC London, Ontario, Ontario N6A 3K7",1
__empty__21774,1,,,,,,1
lawrence ks 66045|KS,0,,Lawrence,KS,66045,"Lawrence, KS 66045",1
fsdb fsdb st augustine fl 32084|FL,0,,St. Augustine,FL,32084,"FSDB FSDB, St. Augustine, FL 32084",2
classical academy ms 3k v2025 8000 bee ridge rd sarasota fl 34241|FL,0,8000 Bee Ridge Rd Sarasota,Bee Ridge Rd Sarasota,FL,34241,"Classical Academy MS 3k v2025 8000 Bee Ridge Rd Sarasota, FL 34241",1
dresden athletics fields 41 lebanon st norwich vt 03755|VT,0,41 Lebanon St. Norwich,Lebanon St. Norwich,VT,03755,"Dresden Athletics Fields 41 Lebanon St. Norwich, VT 03755",1
__empty__24170,1,,,,,,1
__empty__13332,1,,,,,,1
misericordia dallas pa 18612|PA,0,,Misericordia Dallas,PA,18612,"Misericordia Dallas, PA 18612",1
miami country day 601 ne 107th street miami fl 33161|FL,0,601 NE,th Street Miami,FL,33161,"Miami Country Day 601 NE 107th Street Miami, FL 33161",1
parkhurst jamestown nd 584012|,0,,Parkhurst Jamestown,ND,,"Parkhurst Jamestown, ND 584012",1
charlestown state park in|IN,0,,Charlestown State Park,IN,,"Charlestown State Park , IN",1
enos darbonne 4205 ryan street lake charles la 70605|LA,0,4205 Ryan Street Lake Charles,Ryan Street Lake Charles,LA,70605,"Enos Darbonne 4205 Ryan Street Lake Charles, LA 70605",1
winthrop farm course rock hill sc 29733|SC,0,,Winthrop Farm Course Rock Hill,SC,29733,"Winthrop Farm Course Rock Hill, SC 29733",2
eastern pekin high school in|IN,0,,High School,IN,,"Eastern (Pekin) High School , IN",1
__empty__1447,1,,,,,,1
__empty__11887,1,,,,,,1
vsu campus rogers stadium 1 hayden drive petersburg va 23806|VA,0,1 Hayden Drive Petersburg,Hayden Drive Petersburg,VA,23806,"VSU Campus-Rogers Stadium 1 Hayden Drive Petersburg, VA 23806",2
__empty__338,1,,,,,,1
__empty__13078,1,,,,,,1
state frm fields boone nc 28608|NC,0,,State Frm Fields Boone,NC,28608,"State Frm Fields Boone, NC 28608",1
__empty__16044,1,,,,,,1
__empty__4338,1,,,,,,1
__empty__4423,1,,,,,,1
__empty__4416,1,,,,,,1
__empty__4359,1,,,,,,1
__empty__4109,1,,,,,,1
__empty__4113,1,,,,,,1
the crossings of latham latham ny|NY,0,,The Crossings of Latham Latham,NY,,"The Crossings of Latham Latham, NY",1
__empty__20331,1,,,,,,1
ul monroe monroe la|LA,0,,UL-Monroe Monroe,LA,,"UL-Monroe Monroe, LA",1
__empty__6350,1,,,,,,1
__empty__5913,1,,,,,,1
__empty__5920,1,,,,,,1
__empty__6320,1,,,,,,1
__empty__5914,1,,,,,,1
__empty__6277,1,,,,,,1
__empty__4425,1,,,,,,1
__empty__5270,1,,,,,,1
__empty__5203,1,,,,,,1
__empty__5272,1,,,,,,1
__empty__5285,1,,,,,,1
__empty__5199,1,,,,,,1
__empty__5286,1,,,,,,1
__empty__7122,1,,,,,,1
__empty__3876,1,,,,,,1
__empty__3788,1,,,,,,1
__empty__3808,1,,,,,,1
__empty__3819,1,,,,,,1
__empty__7450,1,,,,,,1
__empty__7465,1,,,,,,1
__empty__7452,1,,,,,,1
__empty__3384,1,,,,,,1
__empty__3372,1,,,,,,1
__empty__18952,1,,,,,,1
big green soccer comples lawton ok 73501|OK,0,,Big Green Soccer Comples Lawton,OK,73501,"Big Green Soccer Comples Lawton, OK 73501",1
__empty__6269,1,,,,,,1
__empty__6258,1,,,,,,1
__empty__6276,1,,,,,,1
__empty__14555,1,,,,,,1
__empty__9113,1,,,,,,1
liberty xc course lynchburg va 24502|VA,0,,Liberty XC Course Lynchburg,VA,24502,"Liberty XC Course Lynchburg, VA 24502",1
__empty__6510,1,,,,,,1
__empty__9445,1,,,,,,1
vista links golf course 100 vista links drive buean vista va 24416|VA,0,100 Vista Links Drive Buean Vista,Vista Links Drive Buean Vista,VA,24416,"Vista Links Golf Course 100 Vista Links Drive Buean Vista, VA 24416",1
__empty__3880,1,,,,,,1
__empty__3991,1,,,,,,1
__empty__3877,1,,,,,,1
__empty__3942,1,,,,,,1
__empty__3875,1,,,,,,1
__empty__6043,1,,,,,,1
__empty__5151,1,,,,,,1
__empty__5425,1,,,,,,1
__empty__5093,1,,,,,,1
__empty__5815,1,,,,,,1
__empty__5826,1,,,,,,1
__empty__5268,1,,,,,,1
